Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter,Fish.meanMinimumDistanceFromPredator
384.1676,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
385.3019,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
386.3933,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
387.5175,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
388.6261,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
389.7424,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
390.7833,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
391.8752,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
392.9781,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
393.9981,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
395.0288,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
396.0909,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
397.1109,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
398.1569,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
399.2786,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
400.3046,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
401.3252,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
402.3692,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
403.449,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
404.5052,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
405.5285,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
406.5691,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
407.7405,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
408.844,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
409.8745,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
411.0261,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
412.172,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
413.1782,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
414.2581,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
415.3221,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
416.307,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
417.3711,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
418.4545,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
419.592,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
420.7331,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
421.7352,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
422.8419,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
423.8804,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
424.9315,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
426.0602,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
427.0853,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
428.093,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
429.218,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
430.3132,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
431.3863,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
432.478,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
433.5599,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
434.6754,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
435.7888,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
436.8193,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
437.8514,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
438.8994,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
439.9333,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
440.9751,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
442.0447,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
443.0655,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
444.2053,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
445.2046,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
446.2369,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
447.2829,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
448.4118,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
449.4458,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
450.5289,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
451.6913,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
452.765,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
453.9054,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
455.0178,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
456.0656,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
457.1134,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
458.2208,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
459.2277,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
460.3356,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
461.4843,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
462.6342,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
463.8028,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
464.8736,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
465.8842,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
467.0254,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
468.1534,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
469.2743,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
470.3083,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
471.3833,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
472.4822,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
473.5333,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
474.5502,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
475.5721,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
476.5838,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
477.5967,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
478.5991,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
479.6253,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
480.6412,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
481.6698,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
482.6879,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
483.6882,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
484.6944,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
485.7039,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
486.7097,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
487.8355,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
488.951,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
489.9777,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
490.9834,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
491.9904,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
493.0842,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
494.1955,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
495.1966,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
496.2071,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
497.2094,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
498.3273,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
499.3526,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
500.3439,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
501.4332,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
502.5554,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
503.5527,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
504.6709,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
505.7798,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
506.9033,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
508.006,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
509.0995,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
510.2038,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
511.3044,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
512.4119,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
513.5,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
514.6362,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
515.7089,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
516.7464,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
517.8021,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
518.9261,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
520.0153,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
521.1305,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
522.1271,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
523.2214,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
524.3185,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
525.3643,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
526.4696,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
527.5145,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
528.5457,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
529.5757,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
530.6823,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
531.7899,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
532.9203,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
534.0213,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
535.131,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
536.1342,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
537.1797,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
538.2867,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
539.4237,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
540.4759,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
541.4794,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
542.5081,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
543.6315,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
544.6642,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
545.7039,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
546.7153,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
547.7343,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
548.7502,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
549.8547,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
550.905,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
551.981,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
553.0435,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
554.1243,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
555.1511,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
556.1738,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
557.1868,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
558.3145,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
