Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9867269,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
1.990231,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
2.98888,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
3.991719,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
4.992884,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
5.994984,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
6.997236,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
7.997268,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
8.998705,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
9.999751,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
11.00116,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
12.0024,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
13.00264,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
14.00496,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
15.00758,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
16.01022,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
17.01221,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
18.01357,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
19.01726,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
20.01808,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
21.01899,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
22.02094,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
23.02116,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
24.02545,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
25.02882,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
26.03058,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
27.03468,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
28.03805,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
29.04193,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
30.04405,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
31.04438,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
32.04818,12,6,6,2.617337,5.238717,31.4726,9.473435,7.057094,27.78835,148.4413,5.821445,28.77617,22.87803,0.03261442,0.03489396
