Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9842601,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
1.986752,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
2.986743,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
4.175575,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
5.16497,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
6.167194,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
7.176018,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
8.187743,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
9.184514,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
10.18574,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
11.18706,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
12.18791,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
13.18969,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
14.19142,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
15.19083,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
16.19181,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
17.19296,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
18.19393,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
19.19462,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
20.19514,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
21.19613,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
22.19683,30,15,15,3.06331,9.088035,26.33702,7.928463,8.023323,31.40658,151.7875,4.474226,20.74896,22.23049,0.04353732,0.03420688
23.19849,29,15,14,3.038721,9.306418,25.70893,7.688886,7.94372,31.70758,152.1392,4.526744,20.36356,22.86133,0.0441054,0.03490451
24.201,28,14,14,3.070754,9.322984,25.99027,7.811491,8.122481,31.45863,153.7522,4.415987,20.80914,23.19204,0.04503857,0.0347552
25.20146,28,14,14,3.070754,9.322984,25.99027,7.811491,8.122481,31.45863,153.7522,4.415987,20.80914,23.19204,0.04503857,0.0347552
26.20337,27,14,13,3.050803,9.601522,25.45841,8.018182,7.950631,31.86268,154.0662,4.306285,21.41196,22.98923,0.04541461,0.03520753
27.20493,26,13,13,3.068391,9.909462,25.09735,7.829279,7.770788,32.26027,155.2839,4.323867,21.97106,23.2951,0.0446621,0.03529039
28.20534,24,11,13,3.049171,9.740396,25.64989,8.267343,7.928062,32.04308,153.0536,4.204561,20.88964,22.35607,0.04724653,0.03389134
29.20511,22,10,12,3.005147,9.578644,25.36009,8.413843,8.010862,32.4411,149.6391,3.996939,21.01331,21.98844,0.04376782,0.03561091
30.20626,22,10,12,3.005147,9.578644,25.36009,8.413843,8.010862,32.4411,149.6391,3.996939,21.01331,21.98844,0.04376782,0.03561091
31.20891,22,10,12,3.005147,9.578644,25.36009,8.413843,8.010862,32.4411,149.6391,3.996939,21.01331,21.98844,0.04376782,0.03561091
32.21399,22,10,12,3.005147,9.578644,25.36009,8.413843,8.010862,32.4411,149.6391,3.996939,21.01331,21.98844,0.04376782,0.03561091
33.21313,22,10,12,3.005147,9.578644,25.36009,8.413843,8.010862,32.4411,149.6391,3.996939,21.01331,21.98844,0.04376782,0.03561091
34.21449,23,11,12,3.016096,9.686152,24.79939,8.666821,7.967433,31.71455,148.6001,4.10545,21.66303,21.43223,0.04431823,0.0356576
35.21492,22,11,11,2.973197,10.01204,24.78521,8.811958,7.671459,31.48801,146.8324,4.163197,22.13077,21.65635,0.04584381,0.03526113
36.2152,20,11,9,3.03698,9.718191,24.96635,8.567769,7.87585,31.05695,145.1725,4.307738,21.28398,21.25889,0.04593283,0.03186991
37.21575,20,11,9,3.03698,9.718191,24.96635,8.567769,7.87585,31.05695,145.1725,4.307738,21.28398,21.25889,0.04593283,0.03186991
38.21571,20,11,9,3.03698,9.718191,24.96635,8.567769,7.87585,31.05695,145.1725,4.307738,21.28398,21.25889,0.04593283,0.03186991
39.21721,20,11,9,3.03698,9.718191,24.96635,8.567769,7.87585,31.05695,145.1725,4.307738,21.28398,21.25889,0.04593283,0.03186991
40.22168,20,12,8,3.089437,9.474853,25.49825,8.051642,7.850387,29.73091,143.5538,4.245455,20.99028,20.00862,0.04390657,0.0309168
41.21997,18,11,7,3.09746,9.463597,24.80827,8.147325,7.351863,29.41203,143.4211,4.079654,22.08143,20.57268,0.04525835,0.02532994
42.22189,18,11,7,3.09746,9.463597,24.80827,8.147325,7.351863,29.41203,143.4211,4.079654,22.08143,20.57268,0.04525835,0.02532994
43.2236,18,11,7,3.09746,9.463597,24.80827,8.147325,7.351863,29.41203,143.4211,4.079654,22.08143,20.57268,0.04525835,0.02532994
44.22441,16,9,7,3.178722,9.077691,24.2631,8.382204,6.979876,30.18843,141.9128,3.933454,22.45495,21.31597,0.04384426,0.02568998
45.22897,16,9,7,3.178722,9.077691,24.2631,8.382204,6.979876,30.18843,141.9128,3.933454,22.45495,21.31597,0.04384426,0.02568998
46.22921,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
47.23068,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
48.23129,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
49.23219,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
50.23229,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
51.23266,14,7,7,3.258765,8.612173,23.50757,8.01414,6.778339,29.4231,141.673,4.344255,25.31142,20.07093,0.04323991,0.02618077
52.23366,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
53.23549,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
54.23724,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
55.23826,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
56.23856,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
57.23878,13,7,6,3.223606,8.285109,23.67081,8.33975,6.960859,30.20841,142.7238,4.290154,27.02518,21.16966,0.04538463,0.02617381
58.23929,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
59.23949,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
60.2397,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
61.24282,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
62.24421,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
63.24574,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
64.24774,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
65.24919,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
66.24975,13,7,6,3.141534,7.619949,22.98143,8.660878,6.999322,29.81524,146.0954,4.313596,26.53533,21.29174,0.04844136,0.0250661
67.25129,12,6,6,3.131914,7.250667,23.85788,8.196591,6.998267,30.98898,147.7915,4.132006,25.7502,22.29974,0.04777588,0.0240979
68.25226,11,5,6,3.206436,6.746551,24.44871,8.497703,6.395957,30.49656,143.7258,3.842238,24.47286,21.99736,0.04957865,0.02462157
69.25591,11,5,6,3.206436,6.746551,24.44871,8.497703,6.395957,30.49656,143.7258,3.842238,24.47286,21.99736,0.04957865,0.02462157
70.25551,11,5,6,3.206436,6.746551,24.44871,8.497703,6.395957,30.49656,143.7258,3.842238,24.47286,21.99736,0.04957865,0.02462157
71.25745,11,5,6,3.206436,6.746551,24.44871,8.497703,6.395957,30.49656,143.7258,3.842238,24.47286,21.99736,0.04957865,0.02462157
72.25932,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
73.26082,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
74.26283,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
75.26414,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
76.26556,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
77.26738,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
78.26756,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
79.2692,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
80.27033,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
81.27209,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
82.27232,10,5,5,3.222104,6.263146,22.11396,7.892097,6.221176,30.17462,142.0974,4.004295,22.9348,19.82416,0.04619094,0.02492655
83.27271,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
84.27511,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
85.27589,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
86.27803,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
87.27937,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
88.28376,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
89.28457,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
90.286,9,5,4,3.223121,5.836469,23.09566,7.128245,6.287508,32.30533,139.2615,3.743119,21.74196,20.88223,0.04775503,0.02500695
91.28796,8,5,3,3.182932,4.827932,23.52183,7.438054,6.78162,30.87804,143.5186,3.849788,22.09288,19.88966,0.0507983,0.01944992
92.28826,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
93.28953,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
94.29133,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
95.29279,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
96.29617,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
97.29667,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
98.29726,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
99.29882,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
100.3003,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
101.3008,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
102.3019,9,5,4,3.21695,5.886119,23.34431,7.714499,6.636991,28.79177,147.9272,3.515655,23.44053,18.7366,0.04904391,0.01874108
103.3021,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
104.3068,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
105.3048,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
106.3063,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
107.307,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
108.3079,10,5,5,3.27758,5.720885,23.13575,8.465622,7.060389,29.45762,146.3998,3.244227,23.83465,17.5825,0.0506238,0.01964309
109.3093,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
110.3096,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
111.3097,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
112.3108,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
113.3139,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
114.3153,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
115.3171,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
116.3184,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
117.3259,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
118.3233,9,4,5,3.331005,5.831388,21.27785,8.689743,6.584112,27.4577,150.5584,2.972998,22.2437,18.51922,0.05475429,0.01934344
