Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9867463,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
1.98842,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
2.990289,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
3.991256,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
5.019787,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
6.006031,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
7.007183,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
8.008188,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
9.008567,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
10.00904,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
11.00941,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
12.01358,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
13.01405,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
14.01413,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
15.01527,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
16.01695,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
17.01862,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
18.01865,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
19.02013,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
20.02614,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
21.02482,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
22.02582,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
23.02604,30,15,15,2.522504,8.158654,29.54162,7.219701,6.940929,26.88561,151.921,6.861402,25.41067,24.05896,0.03859474,0.04153007
24.02781,28,15,13,2.531258,8.341664,29.6412,6.938863,7.052915,26.96525,154.345,6.874252,25.36746,22.94945,0.03778972,0.04226464
25.02769,27,14,13,2.560384,8.197922,29.97925,7.122227,7.041348,27.38247,153.8425,6.799743,25.43957,22.08033,0.03864317,0.04337376
26.02939,27,14,13,2.560384,8.197922,29.97925,7.122227,7.041348,27.38247,153.8425,6.799743,25.43957,22.08033,0.03864317,0.04337376
27.03106,27,14,13,2.560384,8.197922,29.97925,7.122227,7.041348,27.38247,153.8425,6.799743,25.43957,22.08033,0.03864317,0.04337376
28.03261,26,14,12,2.561597,8.430443,29.94577,6.963461,6.882144,27.24858,155.1246,6.915446,26.11404,22.31207,0.03915639,0.0436231
29.03313,26,14,12,2.561597,8.430443,29.94577,6.963461,6.882144,27.24858,155.1246,6.915446,26.11404,22.31207,0.03915639,0.0436231
30.03425,25,13,12,2.550478,8.293559,30.68436,6.97797,6.948704,27.86601,157.0508,6.934739,26.44121,22.71734,0.04018199,0.04267219
31.03466,25,13,12,2.550478,8.293559,30.68436,6.97797,6.948704,27.86601,157.0508,6.934739,26.44121,22.71734,0.04018199,0.04267219
32.03615,25,13,12,2.550478,8.293559,30.68436,6.97797,6.948704,27.86601,157.0508,6.934739,26.44121,22.71734,0.04018199,0.04267219
33.03669,24,13,11,2.528149,8.402207,30.22304,7.115031,7.106035,28.07807,156.4153,6.824881,26.74206,22.38399,0.03846622,0.04138099
34.03982,24,13,11,2.528149,8.402207,30.22304,7.115031,7.106035,28.07807,156.4153,6.824881,26.74206,22.38399,0.03846622,0.04138099
35.04148,24,13,11,2.528149,8.402207,30.22304,7.115031,7.106035,28.07807,156.4153,6.824881,26.74206,22.38399,0.03846622,0.04138099
