Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9833291,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
1.986223,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
2.986183,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
3.988668,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
4.990438,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
5.993219,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
6.996854,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
7.996984,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
9.466667,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
10.15366,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
11.15412,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
12.15532,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
13.15838,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
14.15899,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
15.15931,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
16.16063,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
17.1619,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
18.16194,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
19.16312,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
20.16539,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
21.16599,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
22.16621,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
23.16745,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
24.1724,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
25.17158,12,6,6,3.092776,7.111638,32.19831,8.46456,7.908693,32.49778,165.9973,3.937315,21.68605,17.16584,0.04452717,0.02500224
26.17046,11,6,5,3.050868,6.432059,32.6338,8.416703,7.40673,32.38851,169.5833,4.058294,21.22449,15.323,0.04548615,0.02630817
