Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.985086,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
1.987252,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
2.988086,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
3.992352,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
4.992819,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
5.994163,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
6.994316,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
7.997612,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
8.996556,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
10.00302,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
11.04656,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
12.01474,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
13.01503,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
14.0156,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
15.01577,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
16.01858,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
17.02055,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
18.02187,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
19.02389,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
20.02613,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
21.02816,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
22.02818,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
23.02933,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
24.0324,30,15,15,3.066691,7.100861,30.04512,9.278221,7.947604,32.30145,154.822,4.424848,18.28687,22.43375,0.03968635,0.03778309
25.03234,29,14,15,3.075384,6.998539,30.0659,9.171415,7.938808,32.00793,154.0428,4.332863,18.01507,21.5169,0.03963622,0.03762939
26.03351,29,14,15,3.075384,6.998539,30.0659,9.171415,7.938808,32.00793,154.0428,4.332863,18.01507,21.5169,0.03963622,0.03762939
27.03444,29,14,15,3.075384,6.998539,30.0659,9.171415,7.938808,32.00793,154.0428,4.332863,18.01507,21.5169,0.03963622,0.03762939
28.03612,29,14,15,3.075384,6.998539,30.0659,9.171415,7.938808,32.00793,154.0428,4.332863,18.01507,21.5169,0.03963622,0.03762939
29.0384,29,14,15,3.075384,6.998539,30.0659,9.171415,7.938808,32.00793,154.0428,4.332863,18.01507,21.5169,0.03963622,0.03762939
