Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter,Fish.meanMinimumDistanceFromPredator,Predator.FishCount, Predator.FishCountMale, Predator.FishCountFemale,Predator.meanViewRadius,Predator.meanImpulseTime,Predator.meanSoshakuJikan,Predator.meanMatingRestJikan,Predator.meanMatingAge,Predator.meanJumyo,Predator.meanPotentialBenefitOfMovement,Predator.meanMinimumEnergyToMate,Predator.meanMinimumLifeToEat,Predator.meanRelativeBenefitParameter,Predator.meanRelativeCostParameter
0,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000009,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.022989,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.039063,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.073333,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.070949,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.080751,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.099359,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.133986,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.466147,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2092,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.20072,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.34741,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.25593,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28019,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.29573,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.33003,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.36777,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.36835,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.42162,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.42897,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.45191,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.54671,900,450,450,2.984186,9.740601,30.41778,7.951578,7.649257,29.92178,150.7661,4.549452,49.26722,20.28919,0.03970655,0.03828463,2.976076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.82268,899,449,450,2.984847,9.747054,30.43905,7.945599,7.654382,29.92538,150.7763,4.551039,49.30052,20.29379,0.03973335,0.03826296,2.976399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.99262,897,448,449,2.984766,9.761113,30.47856,7.95566,7.658578,29.93215,150.8758,4.555694,49.26165,20.27151,0.03976559,0.03824997,2.975663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.32595,895,447,448,2.98405,9.774942,30.51228,7.962079,7.651307,29.9663,150.9303,4.553921,49.1817,20.234,0.03968939,0.03820223,2.978191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.65767,895,447,448,2.98405,9.774942,30.51228,7.962079,7.651307,29.9663,150.9303,4.553921,49.1817,20.234,0.03968939,0.03820223,2.978191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
